IMG_ID,AUTHOR,LAT,LON,S3_Label,S16_Label,S365_Label,Prob_indoor,Prob_natural,Prob_urban,candidate_0_gps,candidate_1_gps,candidate_2_gps,candidate_3_gps,candidate_4_gps,candidate_5_gps,candidate_6_gps,candidate_7_gps,candidate_8_gps,candidate_9_gps,candidate_10_gps,candidate_11_gps,candidate_12_gps,candidate_13_gps,candidate_14_gps,candidate_15_gps,candidate_16_gps,candidate_17_gps,candidate_18_gps,candidate_19_gps,reverse_0_gps,reverse_1_gps,reverse_2_gps,reverse_3_gps,reverse_4_gps,reverse_5_gps,reverse_6_gps,reverse_7_gps,reverse_8_gps,reverse_9_gps,reverse_10_gps,reverse_11_gps,reverse_12_gps,reverse_13_gps,reverse_14_gps,reverse_15_gps,reverse_16_gps,reverse_17_gps,reverse_18_gps,reverse_19_gps,rag_coordinates,rag_response
1289716380_697417ac40_1382_11786349@N08.jpg,11786349@N08,25.710759,32.63832,2.0,12.0,273.0,0.035665838061007,0.1131399852540653,0.8511941906319009,"[25.703412, 32.64862]","[25.693126, 32.635402]","[25.703412, 32.64862]","[24.085279, 32.904708]","[25.698782, 32.637323]","[24.091604, 32.898559]","[25.681369, 32.625961]","[25.70086, 32.639522]","[25.666284, 32.620553]","[25.707898, 32.644758]","[13.985833, 105.912834]","[25.740838, 32.656517]","[24.117056, 32.895373]","[24.046463, 29.707031]","[26.696359, 30.246469]","[24.086745, 32.888946]","[9.540404, 76.426477]","[24.046463, 29.707031]","[26.6165, 29.846666]","[30.11392, 78.308532]","[44.875751, -98.51757]","[40.447045, -80.016088]","[44.007999, -97.526512]","[52.006808, -3.618289]","[33.760105, -84.398753]","[51.711242, -5.188271]","[51.711242, -5.188271]","[43.187229, -102.73796]","[30.437777, -84.254086]","[55.488288, -1.594734]","[42.943417, -72.803242]","[52.006808, -3.618289]","[54.49037, -0.608282]","[27.898103, -82.294059]","[53.993561, -1.794609]","[51.565706, -4.32578]","[26.999375, -82.181682]","[52.006808, -3.618289]","[50.47, -3.897]","[52.006808, -3.618289]",,
1289737112_0d52702257_1110_11786349@N08.jpg,11786349@N08,25.754135,32.619781,1.0,7.0,116.0,0.0105907789810721,0.8134419379739342,0.1759672919510002,"[29.976498, 31.123409]","[25.702794, 32.632484]","[29.977483, 31.132636]","[29.972037, 31.115512]","[29.980215, 31.134202]","[29.976646, 31.129417]","[30.000138, 31.186752]","[30.08374, 31.255359]","[29.976572, 31.130533]","[22.339914, 31.620712]","[29.975047, 31.137861]","[30.02994, 31.261253]","[29.976052, 31.131112]","[25.693513, 32.640724]","[25.760319, 32.64759]","[29.972929, 31.134996]","[25.720967, 32.657546]","[30.063299, 31.245117]","[29.975085, 31.137839]","[29.976795, 31.13079]","[43.31528, -1.998299]","[42.846394, -2.673172]","[45.181658, 5.725615]","[43.314936, -1.582031]","[41.37296, 2.173318]","[49.413883, 8.709551]","[45.079825, 7.675544]","[46.555673, 15.656032]","[41.533058, 2.2904]","[43.312358, -3.058909]","[45.729827, 7.252791]","[43.420245, -4.753324]","[52.590326, 13.353881]","[43.406, 3.697833]","[43.317, -2.003684]","[50.333162, 6.944947]","[43.27833, -2.960729]","[43.406918, -8.168592]","[43.268052, -2.911318]","[41.119824, 1.260348]",,
1292236241_522bdec086_1335_15274769@N00.jpg,15274769@N00,-3.349213,36.687213,2.0,12.0,294.0,0.1671033681757201,0.1955687563773267,0.6373278851382906,"[-0.490173, 37.428417]","[-8.899063, 33.411312]","[-25.131798, 33.462186]","[-3.30505, 36.990966]","[5.298143, 37.472648]","[3.693566, 25.396099]","[-17.025272, 34.843139]","[-2.614798, 29.729114]","[-3.337182, 40.008001]","[-1.288988, 36.815872]","[10.941865, 0.463142]","[-6.126667, 39.293804]","[8.68706, -12.54366]","[-13.122151, 31.885569]","[-3.315387, 36.686439]","[-5.090944, 35.859375]","[0.55995, 30.60894]","[-9.281043, 15.336914]","[-6.87985, 39.262647]","[-0.724048, 31.398839]","[43.31528, -1.998299]","[43.732855, 7.422455]","[40.683166, -73.97375]","[53.816963, -3.050352]","[40.683166, -73.97375]","[40.447045, -80.016088]","[37.778333, -122.413834]","[43.732855, 7.422455]","[43.732855, 7.422455]","[43.547576, -5.667572]","[39.008045, -104.882526]","[60.39342, 5.346908]","[38.756375, -0.11012]","[40.683166, -73.97375]","[30.208531, -85.862754]","[33.760105, -84.398753]","[43.32188, -1.987031]","[34.101811, -118.329123]","[40.683166, -73.97375]","[43.543133, -5.660734]",,
1293116004_cb46fbfe39_1336_15274769@N00.jpg,15274769@N00,-5.953541,38.796152,1.0,8.0,141.0,0.0010369460259411,0.8815220445956129,0.1174410433100199,"[-24.994032, 31.593396]","[-24.104334, 28.1155]","[-24.961471, 31.529731]","[-19.561685, 23.075923]","[-26.385257, 31.164093]","[-15.678803, 29.610192]","[-1.151232, 34.362831]","[-25.107581, 31.496138]","[-15.849114, 34.742099]","[-24.810031, 31.393519]","[-17.80786, 25.144958]","[-24.753067, 31.586723]","[-0.661568, 30.920333]","[-17.870772, 25.034379]","[-25.332234, 31.870994]","[-2.629011, 34.782629]","[-33.582877, 26.619873]","[-15.837508, 29.324913]","[-25.214534, 31.943608]","[-22.17596, 29.221916]","[43.31528, -1.998299]","[43.306005, -2.200977]","[56.460415, -2.969419]","[43.317934, -1.990242]","[40.447231, -80.004238]","[40.419571, -79.883082]","[39.107166, -84.507667]","[43.322867, -1.991942]","[43.263018, -2.923994]","[-42.881247, 147.333719]","[43.322555, -1.987495]","[47.58052, -122.408638]","[37.79154, -122.390012]","[43.315951, -1.988096]","[43.265783, -2.928982]","[40.443868, -79.993289]","[53.816963, -3.050352]","[54.167129, -4.455272]","[45.181658, 5.725615]","[53.707478, -1.912565]",,
1293505189_072a3104de_1427_97522422@N00.jpg,97522422@N00,40.372182,49.834842,0.0,3.0,320.0,0.9679897043947536,0.000309537286857,0.031700951835357,"[31.187619, 121.476774]","[41.077248, 29.016115]","[41.653418, -0.874443]","[47.486962, 19.058339]","[40.392384, 49.859991]","[23.944527, 120.691165]","[35.699825, 51.338768]","[34.517306, 69.180564]","[50.093879, 14.451618]","[47.542548, 18.963813]","[43.258205, 76.940002]","[50.062318, 19.936752]","[40.408267, 49.86145]","[25.301277, 51.516652]","[43.695604, 7.275695]","[-12.022541, -77.106921]","[41.069027, 32.655677]","[25.221015, 55.416498]","[30.093751, 31.317493]","[11.569372, 43.13768]","[38.157878, -122.452326]","[43.787577, -71.542282]","[44.150804, -71.644849]","[35.459666, -83.140767]","[54.776115, -1.565551]","[51.544973, -0.896759]","[42.278078, -71.758661]","[54.389557, -1.94208]","[43.836353, -69.509038]","[44.271386, -71.304187]","[54.59616, -3.141263]","[54.778959, -1.580926]","[44.156369, -71.642446]","[44.112571, -73.923525]","[-45.058941, 169.169583]","[43.787577, -71.542282]","[54.57055, -3.165884]","[40.690596, -82.635812]","[34.151866, -83.810714]","[39.428291, -76.778281]",,
1294140133_277c0f6eb6_1350_26519935@N00.jpg,26519935@N00,22.309157,114.244068,1.0,8.0,150.0,0.0021315802078012,0.8986178299326468,0.0992506126780252,"[22.34193, 114.220255]","[22.254516, 114.199147]","[22.274244, 114.147348]","[22.272647, 114.132883]","[22.218166, 114.212]","[22.236525, 114.223038]","[22.283167, 114.212833]","[22.273645, 114.206596]","[22.240007, 114.2034]","[22.339199, 114.250366]","[22.371507, 114.184341]","[22.570541, 114.000997]","[22.250017, 114.154086]","[22.345216, 114.157705]","[22.244615, 114.160008]","[22.277262, 114.122264]","[22.245955, 114.199211]","[22.250619, 114.199752]","[22.273645, 114.206596]","[22.247863, 114.176575]","[52.397686, 0.263124]","[43.362666, -92.5545]","[44.007999, -97.526512]","[52.412472, 0.247192]","[54.242509, -0.773077]","[53.234447, -0.539139]","[46.577145, -116.707752]","[39.236773, -86.573338]","[51.9898, -2.1582]","[52.391106, 0.269508]","[52.398713, 0.263243]","[44.875751, -98.51757]","[52.412472, 0.247192]","[52.39908, 0.263071]","[36.703939, -97.084014]","[52.62306, -0.802001]","[43.049991, -76.147392]","[40.588314, -105.07711]","[45.183302, 0.723877]","[52.401895, 0.264015]",,
129432720_8054659c71_1_69212252@N00.jpg,69212252@N00,41.87691,-87.627553,0.0,1.0,25.0,0.910394198328504,0.0052085181671372,0.0843972611171466,"[41.875872, -87.620623]","[41.879886, -87.621889]","[41.883189, -87.632403]","[41.886096, -87.628004]","[40.815433, -73.943653]","[41.885521, -87.629549]","[41.883169, -87.629442]","[41.879115, -87.633755]","[41.876942, -87.625279]","[41.872277, -87.640986]","[41.885785, -87.637928]","[41.87945, -87.627918]","[41.87719, -87.633765]","[41.880788, -87.626041]","[41.878396, -87.630429]","[41.866892, -87.626481]","[41.886096, -87.640428]","[41.888969, -87.633924]","[41.887238, -87.630997]","[41.885952, -87.629055]","[62.547138, 25.527322]","[39.414977, -7.455682]","[41.674807, -0.499362]","[62.547138, 25.527322]","[51.7048, -4.311447]","[50.238017, 9.040355]","[45.524852, 10.999172]","[48.027669, 6.376748]","[62.547138, 25.527322]","[43.501573, -5.753349]","[29.267232, 69.125976]","[43.849005, 12.176997]","[43.375108, -4.567222]","[39.696894, -3.501656]","[41.569416, 2.258892]","[49.562158, 15.36887]","[62.547138, 25.527322]","[18.437489, -69.009597]","[45.735069, 10.351311]","[37.144855, -2.776193]",,
129509096_0a9e9e9b0f_1_42485416@N00.jpg,42485416@N00,48.861326,2.346954,2.0,12.0,314.0,0.0425835508709866,0.0048265760414061,0.952589854110954,"[48.860465, 2.352506]","[48.860444, 2.35235]","[48.860726, 2.352533]","[48.860875, 2.352404]","[48.860239, 2.351052]","[48.860613, 2.351996]","[48.861224, 2.340774]","[48.860239, 2.352093]","[48.861778, 2.343864]","[48.881424, 2.340087]","[48.860875, 2.352061]","[48.860744, 2.351927]","[48.86137, 2.352313]","[48.866973, 2.340774]","[48.861157, 2.353177]","[48.861383, 2.351825]","[48.860945, 2.35175]","[48.875554, 2.340087]","[48.860105, 2.35219]","[48.860197, 2.333221]","[-8.282683, 115.161298]","[44.875751, -98.51757]","[-3.67378, -79.652252]","[51.75926, -3.594589]","[-38.201217, 145.864362]","[50.441189, -119.678664]","[33.716678, -117.523815]","[40.807459, -0.845153]","[-3.67378, -79.652252]","[49.95376, -97.174329]","[41.058959, -73.54705]","[44.51596, -99.200431]","[42.943417, -72.803242]","[22.648655, 120.348911]","[22.571666, 120.567833]","[48.027669, 6.376748]","[51.7048, -4.311447]","[-23.93288, -47.066989]","[44.152836, -87.555155]","[28.279742, -96.743373]",,
1296438631_17517c359d_1035_43935788@N00.jpg,43935788@N00,38.461519,-82.645082,2.0,11.0,361.0,0.0961210122159741,0.2988734327973361,0.6050056257525753,"[30.166985, -97.402204]","[42.320668, -85.334887]","[37.191638, -86.101055]","[47.378068, -122.268733]","[-35.726001, -72.53617]","[37.341867, -6.057259]","[-43.00744, 147.934062]","[47.419817, 9.35857]","[59.006804, 15.799369]","[31.118868, -83.77942]","[51.594188, -1.241952]","[53.16798, -1.05444]","[38.417417, -85.624179]","[50.870544, 1.609497]","[38.281372, -85.56015]","[47.509084, -121.381072]","[52.326343, -1.013917]","[42.990459, -1.127471]","[37.25315, -112.968635]","[53.527656, -113.478813]","[37.513674, 126.996889]","[33.763878, -118.187055]","[19.43519, -99.129638]","[13.374923, 103.856506]","[19.432666, -99.133232]","[33.76362, -118.184705]","[13.406902, 103.867835]","[12.597454, 104.919433]","[31.224252, 121.46553]","[45.463753, 9.189848]","[39.906009, 116.387908]","[39.794886, -86.235036]","[22.879476, -109.910874]","[36.059677, 120.378158]","[39.914517, 116.390538]","[34.016241, -118.288078]","[23.621249, 58.563137]","[23.132782, -82.370681]","[26.26843, 73.029876]","[35.631113, 139.793213]",,
1297522299_1d487977b3_1008_85417391@N00.jpg,85417391@N00,41.823005,-72.443321,1.0,8.0,150.0,0.0008006446577795,0.961106980678494,0.0380923848553482,"[37.898697, -122.578067]","[47.269678, -68.585329]","[46.489498, -63.381332]","[61.447773, 23.814625]","[44.548108, -72.804894]","[43.304631, -72.960805]","[38.223174, -78.736588]","[46.780725, -60.318889]","[42.267591, -72.617397]","[44.607411, -84.254472]","[47.517548, -121.375408]","[46.852898, -121.760455]","[45.559136, -76.004018]","[45.530823, -75.882997]","[45.729071, -65.309944]","[45.5393, -75.918917]","[35.355666, -82.643687]","[42.409832, -71.331489]","[44.902213, -89.505186]","[44.916619, -78.064899]","[37.386061, -6.002665]","[25.312644, 51.514034]","[53.96152, -1.08498]","[37.384659, -5.993846]","[39.476626, -0.374404]","[23.71181, 90.396537]","[37.983858, -1.129618]","[41.656721, -0.878648]","[41.674807, -0.499362]","[-22.867886, -43.342094]","[55.680633, 12.585568]","[35.308401, 24.895019]","[49.263323, 4.026489]","[50.881276, 4.715092]","[28.627049, 77.216618]","[40.482625, -3.364273]","[40.14633, 18.491095]","[37.385435, -5.99287]","[47.501315, 19.051322]","[37.381274, -5.997419]",,
1300123632_36361364c9_1048_50435419@N00.jpg,50435419@N00,43.036713,-88.241887,2.0,14.0,362.0,0.0022414765570104,0.3631440150776086,0.6346145643241954,"[43.360812, -76.654347]","[43.360422, -76.655631]","[42.437577, -83.419664]","[43.046874, -88.001009]","[41.537623, -90.620126]","[44.230857, -70.343527]","[43.046827, -88.001888]","[43.035176, -75.079193]","[43.041174, -89.246256]","[41.18823, -78.836989]","[39.112147, -94.875311]","[39.414396, -94.507956]","[35.785512, -95.406196]","[42.005767, -82.807571]","[42.046814, -89.345819]","[29.686905, -82.289872]","[35.79613, -78.716483]","[35.785512, -95.406196]","[38.830336, -77.811281]","[45.623252, -61.984777]","[40.414762, -3.700386]","[6.292605, -75.546455]","[40.470767, -3.681879]","[-13.516867, -71.978153]","[-33.044129, -71.605123]","[-23.54234, -46.655673]","[40.416649, -3.704055]","[48.232543, 16.417209]","[37.386624, -5.994114]","[40.416009, -3.705737]","[37.144855, -2.776193]","[40.840333, 14.252333]","[10.49104, -66.868489]","[42.880579, -8.545839]","[40.434883, -3.690152]","[40.417024, -3.703701]","[3.448888, -76.533334]","[51.499352, -0.054234]","[-0.229499, -78.524276]","[51.426699, 6.992364]",,
1300383440_e445726635_1185_50435419@N00.jpg,50435419@N00,43.036713,-88.241887,0.0,12.0,316.0,0.5882104249862437,0.0459881176963676,0.3658014031638004,"[37.221383, -121.977381]","[37.661769, -121.879913]","[40.372884, -105.502299]","[37.660687, -121.885843]","[41.91901, -87.63414]","[38.880391, -76.995019]","[38.224788, -122.257211]","[47.730989, -122.139902]","[43.527498, -70.429412]","[30.225132, -92.018887]","[35.668065, -81.222567]","[43.380005, -84.672188]","[39.158072, -75.524439]","[47.649315, -122.347397]","[44.948095, -93.089003]","[42.977278, -85.07335]","[38.581822, -121.492803]","[37.660365, -121.884856]","[55.867669, -4.286584]","[39.775837, -86.156775]","[41.674807, -0.499362]","[28.144054, -15.431756]","[42.527752, 3.087415]","[43.381004, -3.216633]","[43.516937, -5.267686]","[28.091572, -17.340137]","[43.516949, -5.267826]","[20.856494, 107.089958]","[28.143888, -15.576667]","[34.165795, 77.577209]","[42.229184, -8.89944]","[-8.385569, -78.002166]","[28.107952, -15.706393]","[41.674807, -0.499362]","[43.516999, -5.267879]","[28.04957, -14.352048]","[36.862214, -2.005434]","[40.006601, -0.370359]","[28.4189, -16.550484]","[39.601588, 2.356824]",,
1301398204_91d2c72016_1205_65768710@N00.jpg,65768710@N00,48.854875,2.347383,2.0,11.0,270.0,0.0035897193068024,0.0019924516565481,0.9944177873335036,"[48.856188, 2.367038]","[48.861355, 2.336246]","[48.860783, 2.33203]","[48.862202, 2.331976]","[48.86055, 2.338618]","[48.861171, 2.332878]","[48.900614, 2.393824]","[48.861058, 2.337105]","[48.861143, 2.336804]","[48.854663, 2.346611]","[48.866973, 2.333221]","[48.867481, 2.313802]","[48.861143, 2.335774]","[48.8623, 2.331461]","[48.860513, 2.338409]","[48.860966, 2.336922]","[48.86055, 2.338199]","[48.858164, 2.295713]","[48.860254, 2.338671]","[48.860988, 2.335817]","[-38.201217, 145.864362]","[51.75926, -3.594589]","[22.571666, 120.567833]","[40.809667, -0.842299]","[-3.67378, -79.652252]","[51.711242, -5.188271]","[36.772697, -76.107172]","[45.473389, -122.618109]","[42.570086, -82.891974]","[44.875751, -98.51757]","[33.461332, -79.139628]","[41.507372, -82.014784]","[-27.484897, 153.054496]","[51.7048, -4.311447]","[28.088943, -80.634155]","[51.7048, -4.311447]","[51.7048, -4.311447]","[-32.719233, 152.184499]","[7.786513, -72.209014]","[52.006808, -3.618289]",,
130155278_0295cc4bc0_55_42485416@N00.jpg,42485416@N00,23.163956,-81.232738,2.0,12.0,254.0,0.017540864680086,0.3209323928408594,0.6615267552817841,"[23.167902, -81.225099]","[21.126338, -86.765513]","[18.526491, -68.428344]","[15.368639, 73.834905]","[17.028227, -61.777839]","[-12.574585, -38.000164]","[17.161457, -62.629623]","[13.483833, -16.663667]","[21.960718, -159.349994]","[20.738711, -86.966485]","[21.170805, -86.830787]","[20.615432, -105.24353]","[20.739338, -86.967]","[-21.692167, -49.759834]","[12.570674, -70.046966]","[18.291949, 109.429321]","[10.472176, -66.092752]","[23.624709, -75.92308]","[20.61013, -87.072486]","[18.616314, -68.330926]","[51.544973, -0.896759]","[-42.881629, 147.331588]","[46.171011, 9.872095]","[51.499352, -0.054234]","[-37.561112, 143.852405]","[51.463723, -3.162399]","[37.879776, -122.299331]","[51.315286, -0.231882]","[57.695111, 11.9666]","[50.99246, 3.261898]","[51.456636, 7.011131]","[48.866027, 2.321913]","[-37.801561, 144.958763]","[52.006808, -3.618289]","[52.62926, -2.49127]","[-37.815818, 144.968032]","[54.773124, -1.580196]","[52.006808, -3.618289]","[53.404492, -1.74232]","[51.7048, -4.311447]",,
1301640818_ae2a23eaef_1243_65768710@N00.jpg,65768710@N00,48.854875,2.347383,2.0,11.0,12.0,2.513242408788696e-05,0.0020452805667403,0.997929586490614,"[48.873155, 2.297515]","[48.873973, 2.295112]","[48.873747, 2.294683]","[48.874425, 2.294383]","[48.858221, 2.340173]","[48.873833, 2.295166]","[48.88308, 2.331161]","[48.873917, 2.29494]","[48.874284, 2.295069]","[48.874087, 2.296212]","[48.873719, 2.295048]","[48.859406, 2.339057]","[48.873841, 2.294978]","[48.873705, 2.294704]","[48.873183, 2.295863]","[48.8738, 2.295155]","[48.873585, 2.296099]","[48.873889, 2.294962]","[48.862343, 2.345237]","[48.856918, 2.341209]","[44.875751, -98.51757]","[-38.201217, 145.864362]","[-3.67378, -79.652252]","[44.007999, -97.526512]","[-3.67378, -79.652252]","[50.441189, -119.678664]","[42.943417, -72.803242]","[40.809667, -0.842299]","[44.51596, -99.200431]","[40.807459, -0.845153]","[41.058959, -73.54705]","[40.809667, -0.842556]","[54.733343, -115.427856]","[38.797175, -76.442356]","[6.241756, -75.160388]","[28.279742, -96.743373]","[33.760105, -84.398753]","[44.913558, -97.942222]","[28.279742, -96.743373]","[28.279742, -96.743373]",,
130197022_8d06261ba7_55_42485416@N00.jpg,42485416@N00,43.082712,-79.073882,1.0,6.0,187.0,3.9005992697571656e-05,0.9878074085218174,0.0121534358048362,"[43.078449, -79.077701]","[43.088305, -79.07287]","[43.082003, -79.077379]","[43.087131, -79.07062]","[43.087755, -79.072441]","[43.070518, -79.042854]","[43.084455, -79.069933]","[43.08174, -79.077851]","[43.252954, -79.072036]","[43.112262, -79.059848]","[43.085062, -79.073925]","[43.101233, -79.06311]","[43.08019, -79.078282]","[43.084874, -79.080276]","[43.089701, -79.067401]","[43.096658, -79.063282]","[43.09296, -79.084396]","[43.083934, -79.076843]","[43.100982, -79.062767]","[43.087717, -79.068584]","[37.397245, -5.99434]","[40.827839, -4.020309]","[41.657162, -4.71925]","[37.403583, -5.928084]","[-32.005164, 115.894088]","[41.119824, 1.260348]","[53.548435, 9.967558]","[43.537753, -5.636887]","[41.385192, 2.129132]","[40.427026, -3.696502]","[40.807459, -0.845153]","[43.525002, 5.439333]","[39.696894, -3.501656]","[41.533058, 2.2904]","[38.756375, -0.11012]","[28.477245, -16.304252]","[37.387975, -6.000809]","[40.443942, -3.674458]","[41.608535, 0.624257]","[40.417678, -3.702392]",,
130197353_352e2cc286_48_42485416@N00.jpg,42485416@N00,45.499052,-73.552093,2.0,12.0,316.0,0.413435524782983,0.0205191475725996,0.56604531926871,"[49.246167, -123.08906]","[40.581815, -122.389819]","[37.798038, -122.405296]","[48.395046, -89.278185]","[29.963701, -90.046279]","[45.293909, 4.823255]","[43.754132, -79.758156]","[-26.703446, 27.092885]","[27.774126, -97.391266]","[37.33159, -121.924767]","[39.306168, -76.611282]","[53.519412, -113.49909]","[49.2715, -123.069856]","[45.570519, -122.694883]","[51.049272, -114.079585]","[34.069305, -118.22821]","[37.760757, -122.434628]","[49.560462, 15.939445]","[47.730989, -122.139902]","[33.800297, -117.844076]","[13.439712, 103.894271]","[13.439712, 103.894271]","[13.480781, 103.892211]","[13.434443, 103.889518]","[13.445688, 103.85643]","[13.783816, 104.540125]","[13.426225, 103.859546]","[13.412516, 103.859788]","[7.957044, 80.7572]","[6.715925, 80.676555]","[13.362602, 103.859713]","[13.444053, 103.845348]","[13.40565, 103.87144]","[13.386947, 103.82904]","[13.40565, 103.87144]","[15.892659, 108.305969]","[13.374923, 103.856506]","[13.370247, 103.857879]","[13.369495, 103.861398]","[13.434575, 103.888783]",,
